Data,a5.c,wig2,^aex,^aor,^ath,^bel,^bet,^bux,^bvp,^cac,^cry,^dax,^djc,^dji,^djt,^dju,^fmi,^ftm,^hex,^hsi,^ibe,^ice,^ipc,^ips,^jci,^klc,^kos,^mda,^moe,^mrv,^ndq,^ndx,^nkx,^nz5,^omx,^omx,^omx,^omx,^ose,^pse,^psi,^px.,^rts,^sax,^sdx,^set,^shb,^shc,^smi,^snx,^sof,^spx,^sti,^tdx,^tsx,^tws,^ukx,^ux.,^xu1
2000-01-03,1204.88,1852.9,675.44,,5794.85,3311.05,,,16930.0,5917.37,156.83,6750.76,3170.2,11357.5,2943.67,276.71,41226.0,,15330.5,17369.6,11610.0,1511.86,7077.71,1139.63,,833.89,,4127.35,,551.83,4131.15,3790.55,,,104.51,1211.79,141.54,100.0,178.34,2141.77,11851.54,,,,2923.32,,,,,5375.11,,1455.22,2582.94,5151.36,,,,94.79,
2000-01-04,1194.41,1796.6,642.25,3124.1,5588.65,3188.09,,8709.17,15851.0,5672.02,155.49,6586.95,3090.91,10997.9,2862.17,278.51,40314.0,6432.1,14184.9,17072.8,11206.6,1511.9,6675.27,1123.98,700.22,832.8,1059.04,4048.81,,522.97,3901.69,3546.2,19002.86,,108.08,1182.03,140.49,100.94,171.56,2153.18,11360.05,,,,2898.67,498.46,38.15,1406.37,7268.1,5491.01,,1399.42,2530.15,4977.74,8202.6,8756.55,6665.9,94.79,17512.19
2000-01-05,1192.89,1777.0,632.31,3050.9,5369.38,3057.53,,8464.34,16245.0,5479.7,154.91,6502.07,3133.61,11122.7,2867.36,289.11,39452.0,6364.0,13012.0,15846.7,10863.1,1495.92,6764.31,1126.05,678.09,815.8,986.31,3994.87,173.0,532.68,3877.54,3507.31,18542.55,,106.42,1131.3,136.31,101.02,167.0,2074.75,11022.64,484.5,179.01,,2877.98,465.85,38.15,1409.68,7181.3,5357.0,,1402.11,2391.03,4810.34,8119.42,8849.87,6535.9,94.79,16932.0
2000-01-06,,1832.1,624.21,3030.1,,3061.09,,8483.29,16107.0,5450.11,154.99,6474.92,3177.96,11253.3,2937.08,292.64,38835.0,6406.7,,15153.2,,1501.61,6751.65,1122.57,688.52,818.43,960.79,4016.15,186.26,528.47,3727.13,3340.81,18168.27,,104.48,,135.74,101.13,167.43,2079.11,11327.74,494.9,185.52,,2893.34,443.46,38.98,1463.94,7280.6,5421.53,,1403.45,2359.21,4789.8,8114.24,8922.03,6447.2,94.79,16200.02
2000-01-07,1223.61,1933.2,644.86,3044.5,5410.82,3138.55,,8694.04,16309.0,5539.61,154.75,6780.96,3242.06,11522.6,2964.72,297.78,40194.0,6484.4,13539.9,15405.6,11102.4,1495.2,7047.09,1129.52,,,948.65,4095.51,,522.12,3882.62,3529.6,18193.41,,106.86,1152.54,136.38,101.65,169.82,2094.29,11563.53,499.4,,77.46,2919.06,453.31,40.68,1516.6,7448.0,5414.48,,1441.47,2406.04,4984.45,8429.42,8845.47,6504.8,94.79,15837.36
2000-01-10,1236.09,2000.8,655.14,3103.1,5353.14,3203.75,,8977.88,17022.0,5646.12,155.28,6925.52,3251.86,11572.2,2980.5,296.37,39711.0,6544.3,13857.4,15848.2,11173.3,1498.88,7333.7,1148.97,,,987.24,4147.59,200.81,519.97,4049.67,3717.41,,,107.64,1184.77,138.52,102.5,174.05,2142.25,11738.37,506.8,192.25,78.59,2964.34,459.47,40.3,1545.11,7452.8,5518.39,,1457.6,2433.68,5308.02,8602.5,9102.6,6607.7,95.11,
2000-01-11,1225.68,1974.9,648.94,3164.6,5190.17,3148.9,,8881.02,16573.0,5613.9,157.27,6891.25,3230.85,11511.1,2949.56,294.37,39870.0,6583.1,13700.4,15862.1,11012.4,1501.16,7143.13,1144.08,696.0,846.74,981.33,4145.53,199.57,520.89,3921.19,3544.35,18850.92,,108.35,1190.34,138.77,102.94,172.5,2140.78,11761.77,506.4,182.33,78.25,2984.37,452.48,39.23,1479.78,7420.1,5296.3,,1438.56,2409.7,5330.34,8442.61,8927.03,6518.9,96.86,16347.39
2000-01-12,1206.27,1961.3,638.4,3104.6,5187.33,3110.25,,8910.43,16617.0,5582.5,159.06,6912.81,3242.31,11551.1,2936.24,298.23,40289.0,6532.1,13592.0,15714.2,10851.8,1500.89,7174.1,1155.6,690.16,869.62,955.01,4167.2,196.88,518.7,3850.02,3478.14,18677.42,,108.8,1190.15,137.52,103.6,168.92,2101.02,11764.32,502.3,189.2,78.25,2984.09,459.62,38.39,1438.02,7440.2,5491.2,,1432.25,2427.56,5339.46,8359.96,9144.65,6532.8,97.44,16933.59
2000-01-13,1201.93,2032.9,642.21,3095.8,5181.73,3133.58,,9084.51,17298.0,5633.24,160.24,6955.98,3242.06,11582.4,2892.89,299.8,40499.0,6528.5,14063.5,15634.0,10931.9,1516.23,7274.52,1198.19,691.61,890.6,951.05,4196.18,210.05,560.07,3957.21,3612.08,18833.29,,110.56,1195.48,136.47,103.6,172.23,2084.5,11976.35,505.2,195.86,79.96,3015.67,458.4,38.15,1424.44,7436.9,5444.82,,1449.68,2394.32,5355.49,8417.94,9107.19,6531.5,98.77,18130.2
2000-01-14,1205.32,2010.5,655.6,3131.6,5273.83,3128.5,,9494.6,17658.0,5787.44,162.86,7173.22,3271.9,11723.0,2891.63,302.24,41588.0,6554.6,14602.5,15542.2,11184.0,1520.64,7381.49,1216.44,690.89,928.24,948.03,4253.55,217.28,566.08,4064.27,3704.74,18956.55,,109.4,1217.95,139.31,104.53,173.04,2102.1,12234.14,516.5,202.71,79.39,3048.59,474.37,37.84,1408.85,7513.9,5471.27,,1465.2,2392.53,5582.59,8357.46,9023.24,6658.2,99.16,19110.3
2000-01-17,1193.62,2027.0,661.51,3139.9,5362.3,3074.18,,9858.1,18053.0,5842.78,,7258.9,,,,,41546.0,6626.2,14826.9,15574.6,11285.6,1541.06,7447.12,1231.75,703.48,953.42,983.27,4266.55,219.73,567.74,,,19437.23,,110.1,1245.69,140.06,104.58,172.61,2097.23,12470.27,522.7,197.91,79.45,3090.23,477.09,37.87,1433.33,7507.0,5404.07,,,2342.04,5708.68,8479.27,9315.43,6669.5,102.07,18458.25
2000-01-18,1164.86,1982.6,647.72,3151.2,5238.29,2972.1,,9781.45,17903.0,5672.95,165.01,7072.12,3229.2,11560.7,2853.61,299.29,41109.0,6567.4,14497.4,15789.2,11066.3,1541.39,7303.32,1218.72,685.72,949.62,981.53,4220.75,212.88,577.9,4130.81,3757.78,19196.57,,107.91,1215.4,137.81,104.53,172.11,2074.84,12568.36,521.6,194.58,79.43,3048.94,484.16,37.83,1426.62,7404.8,5464.51,,1455.14,2319.77,5569.06,8589.65,9250.19,6504.6,102.39,19577.27
2000-01-19,1168.75,1971.9,642.59,3105.4,5067.31,2977.53,,9803.04,17470.0,5649.46,166.6,7091.04,3216.94,11489.4,2838.04,301.54,41436.0,6495.5,14294.3,15275.3,11120.7,1557.9,7171.2,1212.85,656.0,933.38,938.78,4228.08,200.66,581.52,4151.29,3790.89,18897.75,,108.56,1213.77,136.64,104.69,171.59,2048.53,12425.59,527.1,183.63,79.74,3035.3,486.33,38.5,1440.72,7336.8,5478.24,,1455.9,2254.87,5677.75,8635.07,9151.44,6445.4,102.7,18414.0
2000-01-20,1160.6,1995.2,644.79,3137.1,5068.36,2971.57,,9965.26,17177.0,5709.74,167.31,7112.66,3193.64,11351.3,2784.31,308.82,41690.0,6457.9,14454.8,15215.3,11047.6,1556.15,7036.79,1212.85,670.15,950.86,945.9,4223.98,206.61,578.77,4189.51,3841.74,19008.01,,107.84,1217.73,137.1,104.49,171.85,2053.37,12327.23,540.4,192.16,79.95,3052.76,486.64,38.73,1466.86,7251.2,5355.8,,1445.57,2315.53,5950.84,8682.93,9136.95,6348.7,104.67,18037.6
2000-01-21,1147.5,2003.0,641.47,3103.4,5102.12,2930.97,,9794.06,17034.0,5681.32,166.94,6992.75,3179.81,11251.7,2751.49,315.09,41702.0,6362.5,14404.7,15108.4,10969.3,1565.22,6890.78,1210.35,664.69,953.96,925.16,4261.42,215.77,570.0,4235.4,3849.96,18878.09,,109.14,1218.19,138.5,104.11,171.87,2062.66,12278.19,548.9,202.14,80.45,3062.21,478.92,38.59,1465.08,7236.0,5423.05,,1441.36,2278.48,6021.14,8634.5,9255.94,6346.3,103.12,17257.96
2000-01-24,1168.81,1933.1,645.53,3096.6,5081.95,2925.35,,9685.12,16972.0,5690.86,165.77,6931.99,3120.3,11008.2,2702.95,312.26,42012.0,6378.3,14722.7,15167.5,10955.0,1572.51,6855.35,1182.76,656.72,954.5,926.77,4231.93,210.82,568.17,4096.08,3660.96,19056.71,,109.01,1229.51,140.3,103.22,173.77,2055.56,12503.56,546.2,194.51,77.38,3080.46,477.22,38.12,1477.34,7127.9,5458.06,,1401.53,2264.64,6153.99,8458.75,9387.07,6379.8,105.1,17663.58
2000-01-25,1142.52,1873.7,640.03,3078.6,5022.41,2857.82,,9380.63,,5597.5,167.24,6809.64,3103.17,11029.9,2654.69,305.87,41165.0,6277.9,14549.3,15103.0,10863.5,1570.12,6885.88,1168.42,649.86,952.06,891.22,4149.08,198.65,563.5,4167.41,3759.11,18895.53,,108.93,1215.41,138.14,103.18,169.97,2047.28,12456.21,536.5,183.76,77.38,3057.01,473.22,38.16,1476.51,6954.8,5367.79,,1410.03,2238.83,6021.22,8505.48,9372.37,6274.1,105.49,17218.73
2000-01-26,1145.91,1914.1,637.39,,4936.69,2878.83,,9600.42,17105.0,5646.32,166.02,6969.37,3113.7,11033.0,2664.79,310.33,41361.0,6317.6,14650.0,15427.7,11031.4,1587.09,6918.94,1168.09,643.38,940.95,885.54,4187.55,198.8,581.9,4069.91,3621.21,19111.19,,110.5,1226.31,138.53,103.37,171.11,1998.59,12589.67,542.9,182.3,77.38,3051.4,469.22,38.62,1481.12,6963.6,,,1404.19,2259.5,6215.59,8582.57,9581.96,6375.6,105.32,18014.37
2000-01-27,1149.17,1951.3,634.87,3083.4,4941.6,2891.47,,9983.29,17081.0,5688.35,165.31,7126.13,3103.6,11028.0,2615.27,310.81,41939.0,6311.4,14715.6,15917.8,11206.6,1593.58,6854.39,1163.64,644.65,939.59,909.23,4218.23,203.82,580.6,4039.56,3593.15,19209.72,,109.66,1214.75,137.9,103.12,171.09,1975.2,12666.56,550.7,188.47,77.26,3071.67,474.91,39.81,1506.77,7113.4,5369.1,,1398.56,2305.72,6460.38,8645.84,9628.98,6441.0,105.42,18098.64
2000-01-28,1154.89,1938.5,632.46,3092.1,5020.22,2884.6,,9830.02,16734.0,5731.05,164.67,7066.6,3036.26,10738.9,2581.75,306.58,41854.0,6271.5,15282.8,16185.9,11009.3,1592.96,6648.48,1165.16,634.67,935.57,941.67,4207.82,201.81,568.75,3887.07,3446.13,19434.78,,110.17,1245.99,138.48,102.48,170.07,1969.39,12561.79,552.7,181.84,77.26,3083.59,477.45,40.72,1535.0,7029.6,5335.8,,1360.16,2284.91,6337.53,8390.4,9696.91,6375.6,104.35,18172.32
2000-01-31,1126.01,1910.1,612.38,3096.0,4990.02,2806.29,,9548.9,16388.0,5659.81,165.45,6835.6,3086.09,10940.5,2571.65,315.14,41463.0,6181.0,14992.5,15532.3,10835.1,1598.75,6585.67,1153.42,636.37,922.1,943.88,4141.7,188.81,566.28,3940.35,3570.05,19539.7,,111.14,1220.23,138.46,102.1,164.79,1989.43,12385.55,554.3,172.31,75.31,3090.53,477.57,,,6894.7,5205.29,,1394.46,2230.28,6041.69,8481.11,9744.89,6268.5,102.27,16714.95
2000-02-01,1099.09,1946.3,619.23,3084.5,5141.83,2786.03,,9583.36,16522.0,5773.42,166.85,7050.46,3101.96,11041.0,2576.63,312.95,42403.0,6164.0,15067.5,15653.9,10970.0,1606.83,6740.52,1153.32,616.86,,928.75,4198.55,191.59,574.0,4051.98,3701.78,19423.38,,109.79,1261.15,142.04,102.09,164.41,1973.44,12463.42,568.7,171.29,75.31,3106.69,474.39,,,7025.2,5215.54,,1409.28,2230.39,6360.75,8535.26,9856.39,6290.9,106.85,16342.23
2000-02-02,1101.89,1981.3,629.15,3116.3,5209.24,2789.58,,9623.36,16868.0,5946.86,165.48,7171.95,3099.08,11003.2,2609.66,311.41,42993.0,6120.5,15507.7,15789.8,11195.6,1604.46,6769.81,1167.22,603.58,942.85,943.59,4202.25,186.67,576.68,4073.96,3724.46,19578.91,,109.22,1313.84,143.42,102.21,166.96,1975.96,12528.57,577.0,168.92,75.01,3131.62,470.62,,,7097.4,5304.92,,1409.12,2271.4,6504.94,8769.5,,6302.8,104.28,16040.49
2000-02-03,1102.16,2109.0,649.59,3135.1,5297.32,2888.4,,9614.3,17457.0,6149.67,166.37,7354.26,3110.58,11013.4,2621.59,315.61,43889.0,6166.3,15516.2,15968.1,11544.1,1609.06,7043.1,1188.18,614.31,957.66,950.22,4235.29,189.67,590.11,4210.98,3851.16,19786.42,,109.5,1318.61,143.39,102.51,169.12,1998.13,12794.59,580.2,173.23,75.01,3139.99,465.78,,,7182.9,5340.19,,1424.97,2249.33,6783.87,8894.39,,6324.3,104.62,16096.86
2000-02-04,1064.03,2096.8,660.95,3115.1,5379.08,2924.13,,9609.95,17932.0,6275.72,169.19,7444.61,3088.04,10963.8,2608.96,309.3,44091.0,6148.0,16083.3,,11580.1,1605.29,7236.54,1216.32,635.0,,,4258.72,196.08,599.13,4244.14,3874.37,19763.13,,109.99,1329.3,143.17,102.53,169.49,2008.86,13128.66,579.5,178.39,75.01,3172.65,470.34,,,7148.7,5313.59,,1424.37,2258.91,6947.16,9209.2,,6185.0,105.88,16870.62
2000-02-07,1050.54,2142.1,652.42,3130.4,5489.3,2891.62,,9561.22,18126.0,6203.58,167.59,7296.32,3065.74,10905.8,2572.21,306.91,43730.0,6123.6,16072.3,,11506.8,1624.74,7592.57,1215.89,636.43,,973.13,4210.81,200.28,,4321.77,3933.34,19945.43,,109.01,1349.28,141.45,102.36,169.1,2005.58,13263.99,586.3,178.13,77.11,3196.24,471.97,,,7131.3,5474.0,,1424.24,,7011.95,9155.95,,6118.6,106.56,16377.87
2000-02-08,1085.86,2205.8,667.66,3124.0,5550.4,2910.99,,9927.84,18686.0,6297.66,165.43,7549.88,3084.99,10957.6,2582.8,311.31,45150.0,6028.1,16318.8,16228.7,11834.8,1640.73,7583.51,1234.68,629.9,979.05,961.22,4286.46,204.87,,4427.5,4062.77,19868.88,,110.55,1356.27,143.53,101.46,170.97,2034.44,13604.07,594.6,186.25,76.96,3228.19,465.94,,,7130.9,5610.56,,1441.72,2245.8,7395.29,9300.77,,6285.8,107.63,16050.29
2000-02-09,1104.32,2198.6,667.15,3134.0,5594.36,2815.06,,9960.37,18361.0,6271.6,167.54,7629.11,3027.37,10699.2,2550.32,309.43,45101.0,6116.9,16452.3,16819.5,11939.5,1669.74,7469.16,1228.06,632.45,991.85,976.05,4240.63,216.53,,4363.24,3968.46,20007.77,,110.14,1363.34,146.06,101.41,169.09,2047.27,13470.47,594.0,193.24,75.3,3208.82,456.02,,,7031.7,5649.1,,1411.71,2227.32,7431.35,9255.22,10008.88,6315.4,108.38,15433.4
2000-02-10,1098.33,2170.6,661.29,3172.5,5499.97,2741.63,,10162.4,18604.0,6207.52,170.27,7709.27,2999.48,10643.6,2475.27,308.09,45785.0,6043.8,16185.2,16845.2,12020.6,1683.42,7723.86,1220.35,639.25,997.59,966.18,4259.23,210.25,,4485.63,4090.0,19710.02,,110.31,1371.14,146.07,101.17,171.37,2020.15,13505.37,605.1,189.33,75.3,3198.14,453.1,,,6998.0,5789.04,,1416.83,2225.3,7508.63,9321.0,10057.67,6279.8,109.33,15829.58
2000-02-11,1111.96,2132.8,662.68,3167.1,5502.38,2769.49,,10130.4,18083.0,6287.01,169.73,7611.55,2947.49,10425.2,2436.13,305.97,46878.0,6147.4,16048.5,17380.3,12432.6,1710.19,7623.47,1225.67,635.08,999.81,953.22,4235.13,210.91,,4395.45,3968.89,,,109.2,1379.14,148.69,101.33,171.21,1997.21,13792.83,626.9,187.61,75.3,3205.15,456.12,,,6973.4,5933.56,,1387.12,2234.92,7651.72,9156.7,10128.67,6193.3,110.22,15598.19
2000-02-14,1130.04,2146.5,654.72,3135.3,5460.44,2839.91,,10253.0,17819.0,6268.32,170.2,7644.8,2973.18,10519.8,2467.28,307.05,47395.0,6145.6,15522.7,17189.0,12458.6,1735.0,7558.23,1203.4,633.72,998.29,910.87,4162.27,214.12,634.09,4418.55,3986.13,19556.46,,108.98,1350.31,154.63,101.54,172.3,1976.74,13698.38,624.2,187.29,74.97,3186.58,447.56,43.05,1673.94,6921.7,5924.31,,1389.94,2236.16,7637.19,9314.54,9971.45,6068.6,111.9,15237.4
2000-02-15,1110.06,2155.6,652.34,3158.1,5413.73,2832.35,,10247.4,17921.0,6092.63,169.58,7396.13,3006.7,10718.1,2448.9,307.42,45726.0,6135.0,15395.1,16688.2,12165.1,1730.01,7574.64,1192.32,636.89,995.52,879.7,4157.95,203.2,630.7,4420.77,3997.03,19367.83,,110.42,1309.94,160.3,101.73,170.67,1938.06,13502.5,624.0,179.18,74.69,3151.3,430.97,41.52,1670.67,6806.4,5803.19,,1402.05,2199.36,7383.51,9356.06,9957.74,6005.2,112.82,15859.28
2000-02-16,1118.64,2157.9,660.72,3148.3,5328.49,2830.28,,10340.9,18112.0,6046.27,169.61,7490.32,2976.71,10561.4,2454.79,306.11,46446.0,6166.5,15350.5,17043.4,12235.1,1748.19,7600.72,1174.17,621.9,998.77,879.5,4185.81,202.7,629.52,4427.65,3997.97,19599.18,,112.21,1343.31,165.53,101.73,170.2,1894.95,13569.74,628.9,180.26,74.61,3163.76,422.83,40.93,1693.11,6933.3,5725.5,,1387.67,2212.32,7378.84,9428.61,10064.49,6147.4,114.93,15833.74
2000-02-17,1105.08,2221.8,667.97,3144.9,5222.78,2820.69,,10151.8,17979.0,6154.96,168.94,7580.53,2967.62,10514.6,2470.36,303.99,46807.0,6244.5,15475.4,16981.2,12326.7,1763.41,7538.19,1165.92,600.17,1006.82,897.52,4194.29,201.51,630.21,4548.92,4125.38,19791.4,,111.86,1352.06,164.46,102.18,169.44,1869.71,13838.25,642.1,182.26,74.75,3173.38,405.81,39.32,1640.65,7029.4,5835.15,,1388.26,2230.05,7563.89,9463.54,10202.2,6209.3,115.05,15341.54
2000-02-18,1115.15,2264.3,655.17,3120.1,5277.05,2800.1,,10052.8,17625.0,6062.72,168.72,7573.78,2896.23,10219.5,2430.8,298.86,46602.0,6298.4,15940.1,16599.2,12368.0,1724.0,7345.57,1137.78,599.57,1013.27,897.52,4223.66,200.6,618.7,4411.74,3965.75,19789.03,,111.51,1371.35,164.32,102.3,170.47,1884.28,13976.18,634.6,179.82,74.7,3193.77,408.35,40.09,1668.09,7047.0,5721.65,,1346.09,2177.36,8051.6,9295.51,10096.38,6165.0,116.07,15363.59
2000-02-21,1090.17,2242.4,649.34,3117.1,5186.3,2780.48,,10145.7,17700.0,5967.28,,7590.53,,,,,46014.0,6296.6,15646.2,16322.4,12260.3,1716.89,7314.97,1135.82,592.99,1007.13,845.32,4226.86,195.3,621.83,,,19587.36,,110.98,1376.3,160.59,102.42,169.42,1833.84,13939.3,626.1,176.63,74.41,3180.62,,39.45,1685.42,6962.7,5876.89,,,2115.85,8061.73,9231.16,9912.67,6081.6,118.23,14569.0
2000-02-22,1089.52,2333.6,647.28,3101.2,5109.81,2721.34,,10046.9,17489.0,5963.31,168.86,7607.94,2912.74,10304.8,2459.14,295.9,46034.0,6318.4,15610.4,16255.2,12076.9,1694.12,7234.76,1108.01,583.42,1000.83,850.02,4215.64,199.57,621.47,4382.12,3969.13,19390.58,,110.61,1347.83,164.99,102.55,170.49,1799.83,14041.72,631.7,178.37,74.65,3146.32,379.43,38.25,1632.29,7037.5,5883.33,,1352.17,2106.62,8106.55,9194.86,9731.93,6014.7,118.4,13994.19
2000-02-23,1097.19,2344.2,652.52,3112.5,5097.9,2730.0,,10129.0,17833.0,6031.25,169.3,7698.97,2886.11,10225.7,2420.28,293.52,47134.0,6361.6,15734.1,16376.8,12312.3,1693.6,7462.12,1112.03,584.43,1009.21,880.67,4216.25,202.68,626.69,4550.33,4170.09,19519.55,,109.19,1365.03,169.64,100.66,173.51,1828.93,14481.88,637.9,181.13,74.27,3112.82,389.0,37.67,1594.93,7091.7,5642.46,,1360.69,2137.7,8398.86,9314.96,9642.26,6144.1,117.33,13447.08
2000-02-24,1085.49,2426.6,653.55,3106.9,5234.62,2765.79,,10129.7,17776.0,6078.78,170.32,7640.53,2839.69,10092.6,2380.3,285.53,46907.0,6412.9,16180.4,17058.7,12352.3,1689.43,7410.82,1095.19,573.49,1009.53,867.37,4212.02,207.16,636.22,4617.65,4253.05,19571.44,,109.29,1379.84,169.64,101.12,173.46,1794.81,14489.45,650.3,182.88,74.13,3120.33,395.1,38.13,1634.31,7043.8,5810.17,,1353.43,2123.67,8317.25,9214.18,9599.17,6086.7,115.85,14652.08
2000-02-25,1089.04,2327.6,662.56,3123.7,5203.0,2761.46,,10085.8,17787.0,6188.64,169.64,7738.68,2781.69,9862.12,2351.26,279.99,48235.0,6442.7,16568.2,17201.0,12690.9,1694.22,7304.35,1079.77,568.55,1002.62,864.76,4181.09,198.56,636.39,4590.5,4178.58,19817.88,,108.58,1427.61,171.81,100.53,173.05,,14706.02,639.4,174.21,74.27,3145.91,406.66,37.66,1631.58,6989.1,5623.08,,1333.36,2140.4,8414.82,9141.17,9432.49,6198.0,116.05,15618.18
2000-02-28,1087.82,2268.1,654.54,3118.0,5034.55,2727.49,,9872.26,17543.0,6102.73,169.23,7587.13,2830.4,10038.7,2361.78,288.15,47746.0,6445.3,16172.9,16984.4,12467.0,1678.07,7336.65,1081.61,576.54,983.77,819.01,4179.44,191.12,634.6,4577.85,4162.13,19720.1,,107.78,1432.47,170.41,100.51,171.49,1720.65,14680.58,634.0,164.32,74.27,3107.01,388.39,37.83,1704.85,6917.8,5740.69,,1348.05,2118.65,8106.66,9223.42,,6099.6,115.13,15315.29
2000-02-29,1094.62,2341.9,664.28,3135.7,5002.23,2746.08,,10124.7,17660.0,6190.96,170.2,7644.55,2853.08,10128.3,2388.86,288.48,48479.0,6451.2,16302.5,17169.4,12585.8,1670.64,7368.55,1108.23,,982.24,828.38,4238.23,191.49,631.64,4696.69,4266.94,19959.52,,107.2,1433.08,165.45,100.17,172.5,1641.94,14644.27,644.8,170.93,74.03,3094.34,374.32,38.22,1714.58,6910.1,5446.98,,1366.42,2120.5,8404.83,9128.99,9435.94,6232.6,113.84,15945.93
2000-03-01,1084.12,2391.2,668.64,3192.6,5063.45,2756.03,,9967.44,17953.0,6256.32,174.25,7727.93,2854.78,10137.9,2397.77,287.38,48676.0,6616.6,16217.8,16843.6,12538.7,1668.45,7614.83,1133.65,565.48,969.96,,4274.93,198.99,627.41,4784.08,4309.01,20081.67,,108.6,1463.75,167.44,100.38,178.06,1653.95,14587.92,644.3,180.47,74.17,3121.29,371.56,38.11,1697.74,6959.1,5642.12,,1379.19,2114.05,8635.74,9411.58,9689.1,6364.9,115.15,17199.25
2000-03-02,1086.47,2358.0,667.14,3220.0,5174.18,2756.07,,9937.12,18016.0,6477.55,174.28,7945.77,2851.85,10164.9,2353.93,287.98,49464.0,6676.8,16774.8,16936.8,12709.6,1660.98,8007.76,1134.19,546.53,941.82,894.66,4299.79,201.49,639.37,4754.51,4234.26,20065.11,,110.36,1515.62,168.06,100.88,178.11,1667.44,14617.54,637.2,184.8,71.48,3138.88,391.39,37.85,1713.01,7052.4,5528.31,,1381.76,2110.17,8784.58,9516.06,9543.82,6432.1,112.87,16939.68
2000-03-03,1067.44,2397.4,680.51,3225.8,5116.98,2746.84,,10050.2,18632.0,6514.11,174.85,7960.03,2909.48,10367.2,2434.45,290.2,49169.0,6776.6,17636.4,17285.2,12745.0,1637.84,8131.27,1147.01,548.55,948.31,894.83,4271.24,205.49,645.29,4914.79,4442.87,19927.54,,113.32,1530.02,168.2,101.48,179.32,1696.75,14822.59,662.6,189.93,72.33,3181.12,383.13,37.35,1738.02,7025.3,5378.27,,1409.17,2117.03,9081.89,9462.9,9588.03,6487.5,114.01,16783.53
2000-03-06,1036.24,2380.1,680.22,3232.1,5100.63,2733.43,,10221.7,,6545.98,176.4,7975.78,2845.14,10170.5,2376.09,280.8,50109.0,6838.9,18277.3,17758.8,12816.8,1650.03,7964.87,1138.11,566.71,940.49,909.33,4261.52,210.98,630.89,4904.85,4457.18,19796.35,,113.58,1537.33,169.5,101.66,180.47,1738.3,14806.74,659.9,190.87,72.75,3205.49,379.27,36.41,1681.08,7087.7,5520.69,,1391.28,2119.97,9235.9,9580.87,9367.91,6567.8,114.35,16563.36
2000-03-07,1029.37,2369.1,677.21,3251.0,4941.3,2698.78,,10193.9,,6441.85,179.94,8064.97,2751.55,9796.03,2263.59,279.99,48925.0,6789.3,17962.0,17865.4,12667.2,1676.57,8005.95,1120.4,562.46,929.44,907.34,4250.47,211.95,617.78,4847.84,4390.83,19942.75,,113.52,1539.0,167.24,102.14,186.02,1686.72,,661.3,197.33,72.76,3219.0,380.35,36.52,1691.29,7050.2,5589.85,,1355.62,2091.31,9209.58,9425.48,9380.07,6466.5,114.96,17223.19
2000-03-08,1051.18,2355.7,674.75,3218.5,4868.13,2690.06,,10178.8,18283.0,6344.97,173.72,7987.0,2774.89,9856.53,2352.53,276.47,48810.0,6743.5,17266.8,17951.4,12668.3,1672.96,8295.2,1140.6,570.05,930.72,915.24,4250.7,,617.2,4897.26,4445.68,19766.8,,114.45,1480.78,167.39,102.1,184.18,1639.79,14776.92,656.7,,72.76,3218.1,385.56,36.95,1726.03,6945.5,5511.42,,1366.7,2072.58,9060.45,9281.14,9389.49,6411.2,114.96,17344.16
2000-03-09,1056.57,2401.2,668.09,3196.6,4865.63,2655.65,,10240.8,18650.0,6423.43,175.44,7949.15,2799.81,10010.7,2341.44,275.69,49233.0,6797.1,17192.3,17637.0,12563.2,1687.3,8319.67,1123.66,585.18,922.59,884.59,4284.81,232.16,618.17,5046.86,4586.26,19662.33,,116.43,1481.87,167.87,102.61,183.42,1626.95,14726.97,649.8,211.25,70.89,3246.48,393.23,36.9,1732.35,6902.0,5328.79,,1401.69,2082.29,9323.3,9413.67,9587.27,6532.1,119.54,18314.72
2000-03-10,1090.08,2481.8,676.61,3199.5,4863.55,2594.07,,10471.9,18280.0,6510.28,174.73,7975.95,2793.04,9928.82,2365.29,277.74,49355.0,6824.4,17716.7,17831.9,12513.7,1698.96,8177.42,1125.18,596.18,948.09,891.36,4299.85,241.53,609.98,5048.62,4587.16,19750.4,,118.89,1504.02,167.7,103.2,182.59,1621.62,14700.59,666.6,224.82,70.19,3250.47,402.4,36.85,1705.05,6907.9,5301.78,,1395.07,2096.24,9631.53,9487.1,9429.6,6568.7,123.88,17841.25
2000-03-13,1080.57,2346.1,658.06,3190.3,,2532.24,,10203.3,17595.0,6336.93,176.2,7693.85,2799.86,9947.13,2391.94,276.57,48208.0,6713.9,17085.7,17096.7,12359.7,1733.16,8003.72,1108.01,587.58,935.83,854.66,4302.28,239.8,606.58,4907.24,4426.8,19189.93,,119.75,1466.58,170.47,103.25,176.79,1602.96,14344.91,660.2,209.67,73.53,3227.04,390.15,37.11,1728.88,6781.4,5129.22,,1383.62,2042.66,9237.5,9461.57,8811.95,6466.9,130.29,
