Date,NYSE,Nasdaq,Nikkei,Shanghai,DAX
2006-01-04,7962.939941,2246.959961,16294.650391,,5494.459961
2006-01-05,7944.060059,2264.929932,16441.269531,,5521.859863000001
2006-01-06,8031.660156,2289.209961,16408.310547,,5521.52002
2006-01-09,8053.419922,2306.179932,,,5543.339844
2006-01-10,8030.589844,2306.219971,16487.050781,,5528.060059
2006-01-11,8063.509765999999,2321.409912,16164.919922,,5524.200195
2006-01-12,8008.089844,2327.169922,16426.689453,,5533.25
2006-01-13,8025.939941,2317.73999,16454.320313,,5531.72998
2006-01-16,,,16360.040038999998,,5464.97998
2006-01-17,7992.600098000001,2302.560059,16152.070313,,5481.859863000001
2006-01-18,7953.009765999999,2265.5,15725.639647999998,,5419.180176
2006-01-19,8018.220215,2291.689941,15396.599609,,5411.339844
2006-01-20,7902.27002,2300.360107,15847.169922,,5433.689941
2006-01-23,7953.919922,2255.310059,15497.610352000002,,5311.899902
2006-01-24,7973.02002,2256.1298829999996,15470.910156,,5350.77002
2006-01-25,7969.490234000001,2275.300049,15725.759766,,5346.359863000001
2006-01-26,8044.0,2274.850098,15783.700195,,5433.049805
2006-01-27,8096.140137,2293.3701170000004,16079.94043,,5586.47998
2006-01-30,8105.25,2306.23999,16615.910156,,5636.240234000001
2006-01-31,8106.549805,2305.820068,16603.900391,,5667.700195
2006-02-01,8112.220215,2294.110107,16594.900391,,5662.049805
2006-02-02,8038.0,2306.570068,16632.599609,,5738.5
2006-02-03,8001.399901999999,2268.429932,16596.210938,,5662.689941
2006-02-06,8019.870117,2263.1201170000004,16736.230469,,5667.180176
2006-02-07,7932.5,2255.939941,16768.160156,,5680.009765999999
2006-02-08,7974.910156,2260.219971,16609.960938,,5627.75
2006-02-09,7980.169922,2273.77002,16444.740234,,5694.459961
2006-02-10,7980.0,2255.77002,16525.5,,5730.089844
2006-02-13,7947.799805,2252.040039,16191.929688,,5699.439941
2006-02-14,8021.569823999999,2243.540039,15845.19043,,5759.660156
2006-02-15,8019.759765999999,2259.040039,16302.94043,,5766.600098
2006-02-16,8086.740234000001,2281.8798829999996,15901.379883000001,,5786.160156
2006-02-17,8092.419922,2291.72998,16078.509766,,5784.640136999999
2006-02-20,,,15620.580078,,5795.680176
2006-02-21,8082.660156,2283.52002,15602.830078,,5798.890136999999
2006-02-22,8128.200195,2264.689941,15882.639647999998,,5793.459961
