Data,ca.f,cb.f,cc.f,ck.f,cl.f,ct.f,dl.f,fi.f,gc.f,gf.f,he.f,hg.f,ho.f,kc.f,ke.f,le.f,lf.f,ls.f,lu.f,mw.f,ng.f,oj.f,pa.f,pl.f,rb.f,rm.f,rs.f,sb.f,si.f,sw.f,tr.f,ux.f,xr.f,zc.f,zk.f,zl.f,zm.f,zo.f,zr.f,zs.f,zw.f
2017-10-17,1556.0,57.88,2064.0,7.42,51.88,67.77,16.31,651.0,1286.2,150.4,62.175,319.55,1.8098,124.15,433.25,115.975,537.25,428.5,93.2,611.0,2.9619999999999997,152.75,975.95,934.8,1.6123,1981.0,506.1,14.03,1704.1,368.3,61.5,20.45,371.5,350.0,1.4280000000000002,33.59,321.6,264.75,12.13,984.75,434.75
2017-10-18,1560.0,58.15,2067.0,7.81,52.04,67.63,16.34,651.0,1283.0,150.125,63.75,317.8,1.8028,124.3,428.0,116.65,533.0,423.7,94.4,610.0,2.8539999999999996,150.3,952.95,924.6,1.619,1949.0,505.6,14.08,1699.7,370.3,62.1,20.45,371.25,348.5,1.411,33.41,321.8,267.75,11.945,984.25,430.0
2017-10-19,1596.0,57.23,2145.0,7.65,51.29,67.31,16.09,647.75,1290.0,151.2,64.25,316.75,1.7767,126.85,429.25,116.15,528.25,426.7,92.6,615.75,2.873,152.1,952.8,925.9,1.6154,1973.0,508.6,14.13,1725.5,371.8,59.77,20.3,371.25,349.0,1.392,33.83,321.4,269.5,12.24,986.5,432.75
2017-10-20,1592.0,57.75,2138.0,7.57,51.47,66.88,15.72,650.75,1280.5,151.325,64.85,316.55,1.8052,125.25,422.75,116.6,533.0,427.5,92.4,611.25,2.915,156.0,969.85,926.8,1.6435,1965.0,510.5,14.0,1707.8,368.8,61.46,20.15,371.25,344.5,1.386,34.16,317.1,269.75,12.385,978.75,426.0
2017-10-23,1580.0,57.37,2124.0,7.44,51.9,69.72,15.98,661.25,1280.9,150.875,63.525,318.8,1.7878,124.35,433.5,116.75,528.25,428.5,91.4,615.0,2.991,152.75,949.95,927.2,1.639,1968.0,510.9,13.88,1707.5,368.1,61.55,20.15,372.5,351.25,1.419,34.63,315.9,273.5,12.28,980.75,436.75
2017-10-24,1561.0,58.33,2084.0,7.47,52.47,69.54,15.95,657.5,1278.3,155.0,64.025,319.8,1.8221,123.2,434.0,119.525,526.0,433.7,91.55,619.75,2.9739999999999998,151.6,961.2,925.5,1.6734,1945.0,509.3,14.28,1696.6,374.8,62.12,20.2,370.5,352.75,1.412,34.34,314.2,277.0,11.91,975.5,438.0
2017-10-25,1548.0,58.44,2079.0,7.4,52.18,69.31,16.13,664.0,1279.0,155.6,64.475,318.3,1.8182,124.1,433.5,119.075,533.5,432.6,91.9,621.5,2.9189999999999996,153.35,958.1,926.7,1.6861,1961.0,514.1,14.18,1692.5,374.1,61.67,20.2,371.5,351.0,1.392,34.26,315.4,276.25,11.97,975.5,435.5
2017-10-26,1576.0,59.3,2127.0,7.2,52.64,68.19,16.29,665.75,1269.6,156.1,65.05,317.75,1.8419,124.55,428.25,120.7,536.25,435.3,91.75,620.5,2.89,153.7,968.1,922.1,1.7017,1949.0,516.3,14.11,1681.1,373.4,61.14,20.2,373.5,350.5,1.3980000000000001,34.5,312.1,262.5,11.785,971.25,431.75
2017-10-27,1573.0,60.44,2115.0,7.17,53.9,68.2,16.42,667.25,1271.8,155.95,64.45,310.35,1.8669,126.6,425.25,120.825,548.75,444.2,92.5,617.0,2.752,155.55,958.25,914.6,1.7174,1944.0,519.2,14.63,1675.2,380.9,58.23,19.95,375.5,348.75,1.4069999999999998,34.84,312.1,265.25,11.845,975.25,427.25
2017-10-30,1571.0,60.59,2118.0,7.14,54.15,68.64,16.54,673.5,1277.7,157.35,65.175,311.2,1.8762,125.9,421.75,123.4,547.5,438.7,93.05,618.5,2.966,154.65,962.65,922.7,1.7132,1910.0,516.9,14.73,1684.7,383.5,57.51,20.0,375.75,348.75,1.4180000000000001,34.68,312.3,263.25,11.765,984.5,424.75
2017-10-31,1553.0,60.94,2094.0,7.37,54.38,68.38,16.58,669.75,1270.5,159.575,68.0,310.1,1.8805,125.1,416.5,125.625,551.0,444.0,94.8,612.75,2.8960000000000004,154.5,979.15,919.6,1.7325,1878.0,518.7,14.74,1669.3,384.8,58.44,20.2,375.0,345.75,1.436,34.75,311.8,264.75,11.595,984.75,418.5
2017-11-01,1571.0,60.49,2123.0,7.51,54.3,68.17,16.63,674.25,1277.3,160.65,66.6,314.25,1.8625,122.95,415.75,126.6,550.5,453.6,95.25,614.0,2.8930000000000002,152.05,998.15,936.7,1.7409999999999999,1838.0,521.1,14.61,1717.6,382.6,58.48,20.25,379.0,348.25,1.4509999999999998,34.9,313.6,271.5,11.505,991.25,418.0
2017-11-02,1550.0,60.62,2052.0,7.66,54.54,69.08,16.56,671.5,1278.1,158.225,65.8,314.35,1.8539,126.4,425.75,124.325,544.5,443.6,95.05,622.75,2.935,154.9,994.0,927.8,1.7697,1870.0,520.9,14.23,1713.7,374.0,59.6,20.3,379.25,350.5,1.4269999999999998,34.86,317.4,264.5,11.435,999.25,426.0
2017-11-03,1559.0,62.07,2061.0,7.88,55.64,68.72,16.54,666.75,1269.2,161.525,65.1,311.75,1.8866,123.95,426.75,127.3,550.25,439.6,94.0,624.75,2.984,156.6,991.5,921.9,1.7934,1856.0,516.8,14.38,1683.4,377.5,59.68,20.3,379.75,348.25,1.459,34.42,313.9,263.0,11.575,986.75,425.75
2017-11-06,1585.0,64.27,2117.0,7.92,57.35,68.85,16.56,661.0,1281.6,160.875,64.625,315.75,1.9422,125.55,430.0,125.325,565.5,449.6,94.75,631.0,3.134,159.9,995.1,935.0,1.83,1855.0,518.9,14.56,1723.5,380.0,63.45,20.3,382.25,348.0,1.48,34.73,316.1,269.0,11.52,994.0,430.75
2017-11-07,1596.0,63.69,2163.0,7.75,57.2,68.07,16.47,662.75,1275.8,160.525,63.925,308.9,1.9219,124.7,426.5,124.625,563.5,457.1,94.8,634.75,3.1519999999999997,160.1,994.1,925.3,1.8153,1824.0,520.1,14.72,1694.0,382.9,62.06,20.4,384.5,347.75,1.4680000000000002,35.02,315.5,270.5,11.515,996.0,427.25
2017-11-08,1629.0,63.49,2216.0,7.72,56.81,68.63,16.5,671.5,1283.7,156.9,63.55,309.95,1.9216,125.75,427.5,122.925,562.75,455.8,94.95,643.5,3.175,160.75,1015.8,937.9,1.8213,1810.0,520.8,14.84,1713.8,388.1,63.13,20.45,386.25,348.25,1.446,35.37,315.2,269.5,11.41,998.5,426.75
2017-11-09,1632.0,63.93,2198.0,7.55,57.17,68.29,15.76,674.25,1287.5,157.85,63.175,308.6,1.9469,126.4,429.0,128.525,569.0,455.4,94.7,648.0,3.2,160.85,1004.4,940.6,1.8197,1824.0,515.5,14.88,1697.5,389.6,61.97,22.75,383.5,341.5,1.44,35.14,311.8,273.0,11.435,985.0,429.0
2017-11-10,1664.0,63.52,2223.0,7.4,56.74,69.05,15.59,672.25,1274.2,157.175,70.25,307.6,1.9349,127.55,450.0,126.75,569.0,459.6,95.35,647.5,3.213,162.6,993.1,932.1,1.7961,1816.0,515.1,14.96,1687.1,389.3,62.12,22.9,380.75,343.5,1.456,34.81,314.5,272.0,11.42,987.0,431.5
2017-11-13,1665.0,63.16,2201.0,7.35,56.76,68.88,15.69,663.5,1278.9,156.975,70.3,311.65,1.9321,127.6,444.25,126.4,565.25,456.3,94.75,633.25,3.167,160.6,989.7,935.6,1.7832,1824.0,,15.13,1704.7,394.0,62.46,23.15,379.25,342.25,1.442,34.33,313.4,273.5,11.36,974.25,424.25
2017-11-14,1633.0,62.21,2155.0,7.39,55.7,68.6,15.76,654.0,1282.9,153.9,67.5,306.5,1.9069999999999998,127.05,445.25,125.15,550.5,452.5,94.25,643.0,3.102,161.4,985.55,927.3,1.7531,1836.0,512.6,15.1,1707.3,392.8,60.88,23.4,377.5,337.5,1.405,34.01,312.3,276.25,11.495,967.75,428.0
2017-11-15,1612.0,61.87,2129.0,7.69,55.33,68.81,15.73,654.5,1277.7,154.25,67.45,305.45,1.9087,126.75,435.25,125.75,556.0,449.4,93.85,639.25,3.08,163.0,985.1,933.1,1.733,1847.0,519.2,15.09,1697.1,390.8,61.07,23.9,377.5,338.25,1.4080000000000001,34.75,313.4,280.25,12.085,976.25,420.0
2017-11-16,1618.0,61.36,2140.0,7.5,55.14,69.21,15.46,656.25,1278.2,153.9,66.575,304.8,1.9021,126.7,434.5,125.125,555.75,449.7,93.95,645.25,3.053,166.1,984.85,936.2,1.7117,1845.0,517.4,15.26,1707.2,393.9,62.15,24.4,379.0,336.5,1.39,34.43,312.5,277.25,12.165,972.0,421.5
2017-11-17,1607.0,62.72,2131.0,7.48,56.55,69.78,15.27,652.0,1296.5,151.725,67.075,306.7,1.9466,123.8,439.5,124.675,562.75,439.7,93.8,650.0,3.097,166.8,992.9,954.6,1.7442,1824.0,519.4,15.37,1737.3,393.8,61.69,25.0,378.75,343.0,1.415,34.44,320.0,272.25,12.285,990.5,427.25
2017-11-20,1574.0,62.22,2089.0,7.44,56.42,70.85,15.4,634.25,1275.3,149.55,68.475,309.3,1.9321,122.9,433.75,123.025,556.0,429.7,94.05,639.75,3.0469999999999997,167.3,986.1,923.6,1.7378,1810.0,516.0,14.98,1684.2,388.8,62.75,25.5,375.25,345.0,1.3980000000000001,33.95,322.0,271.0,12.375,990.0,422.0
2017-11-21,1583.0,62.57,2110.0,7.39,56.83,70.14,15.37,636.75,1281.7,151.625,66.95,312.85,1.9359,123.85,437.75,124.05,558.5,431.3,93.8,641.25,3.017,166.75,996.5,938.0,1.7649,1801.0,515.1,14.88,1696.0,386.5,63.58,26.0,375.75,356.25,1.392,34.17,320.4,271.5,12.34,989.0,424.75
2017-11-22,1591.0,63.28,2124.0,7.37,58.05,71.14,15.42,646.25,1292.35,152.725,69.1,313.7,1.936,124.55,438.5,125.475,562.63,427.5,93.9,641.25,2.96,166.75,1001.35,940.8,1.7619,1757.0,515.3,15.28,1715.4,393.1,64.8,24.5,376.5,356.4,1.3980000000000001,34.0,326.7,266.5,12.42,997.38,422.25
2017-11-23,1580.0,63.55,,7.66,,,,,,,,,,,,,564.5,,94.1,,,,,,,1756.0,512.7,,,394.8,,,374.25,,,,,,,,
2017-11-24,1569.0,63.86,2107.0,7.77,58.95,71.93,15.42,639.25,1287.3,153.3,69.4,316.9,1.9529,127.55,432.0,124.575,564.75,420.7,94.3,638.5,2.813,165.9,993.7,945.3,1.7809,1749.0,511.0,15.45,1699.2,397.1,67.12,23.5,371.5,355.0,1.3769999999999998,33.94,325.9,266.75,12.42,993.25,415.75
2017-11-27,1541.0,63.38,2067.0,7.7,58.11,71.42,15.21,631.0,1294.4,154.45,70.1,315.75,1.9505,128.2,425.25,126.05,564.25,416.2,91.85,627.0,3.017,166.8,1000.5,950.8,1.7851,1720.0,507.8,15.39,1702.0,394.8,66.78,22.25,366.75,351.75,1.3840000000000001,33.74,329.3,267.75,12.295,996.0,428.25
2017-11-28,1526.0,63.24,2049.0,7.59,57.99,72.14,15.25,630.75,1294.9,154.5,71.525,309.85,1.9529,129.85,427.75,125.675,565.75,426.2,92.05,622.0,3.128,165.3,1020.65,952.8,1.7686,1743.0,508.7,15.04,1682.2,389.4,66.61,24.2,367.5,349.75,1.3619999999999999,34.13,325.8,261.0,12.305,993.0,429.25
2017-11-29,1538.0,62.53,2106.0,7.7,57.3,73.43,15.25,627.5,1282.1,155.575,70.9,306.85,1.9238,132.2,431.5,126.6,561.25,421.8,93.0,623.25,3.179,163.5,1008.5,941.2,1.7339,1766.0,510.4,15.07,1645.7,389.3,67.15,24.6,369.0,353.5,1.357,34.07,327.3,263.75,12.375,992.5,434.75
2017-11-30,1495.0,62.63,2049.0,7.53,57.4,72.81,15.37,636.25,1273.2,154.175,69.775,306.4,1.8976,128.5,431.5,124.975,557.0,427.7,92.7,621.75,3.025,160.1,1003.55,942.5,1.73,1726.0,509.6,15.08,1638.2,390.4,68.16,23.95,367.75,355.75,1.3619999999999999,33.85,326.5,263.25,12.53,985.75,433.0
2017-12-01,1489.0,63.73,2041.0,7.68,58.36,73.28,15.32,636.25,1278.8,150.325,70.725,309.25,1.9413,129.55,437.5,121.975,567.75,435.4,92.7,631.5,3.0610000000000004,162.7,1016.25,940.6,1.7416,1753.0,506.1,14.98,1629.7,388.9,70.43,23.6,366.75,358.75,1.364,33.69,330.2,263.25,12.46,994.25,438.5
2017-12-04,1465.0,62.45,2003.0,7.55,57.47,72.58,15.37,634.0,1277.7,149.95,71.675,309.0,1.8945,128.5,434.0,121.175,554.5,432.5,93.55,629.0,2.985,161.8,991.75,926.0,1.6922,1722.0,507.4,15.06,1637.3,386.4,71.02,27.05,369.0,353.5,1.361,33.44,337.5,257.0,12.18,998.5,435.25
2017-12-05,1424.0,62.86,1932.0,7.43,57.62,72.51,15.42,632.75,1264.9,147.825,70.5,294.6,1.9139,127.4,431.5,120.525,555.25,422.5,93.35,626.25,2.9139999999999997,162.05,977.15,917.5,1.7184,1757.0,509.7,14.9,1606.8,383.0,69.88,26.0,369.0,353.75,1.358,33.5,343.3,254.5,12.33,1008.5,432.75
2017-12-06,1408.0,61.22,1906.0,7.27,55.96,72.72,15.42,624.5,1266.1,146.025,68.95,296.15,1.8613,126.1,423.5,119.275,545.75,424.4,93.9,613.75,2.9219999999999997,157.7,986.95,902.8,1.6609,1758.0,508.0,14.45,1595.5,375.3,67.46,26.15,366.5,352.75,1.317,33.17,342.3,247.75,12.185,1002.75,425.25
2017-12-07,1391.0,62.2,1880.0,7.35,56.69,74.23,15.51,615.5,1253.1,146.325,68.475,296.45,1.8969999999999998,122.9,420.75,118.675,549.0,425.9,93.7,611.0,2.763,153.45,1002.95,894.5,1.7,1730.0,505.9,14.31,1580.2,371.2,67.41,25.65,365.5,351.5,1.315,33.33,335.2,245.0,12.13,992.0,421.5
2017-12-08,1409.0,63.4,1887.0,7.14,57.36,73.72,15.6,610.25,1248.4,145.225,68.85,297.85,1.9288,122.6,418.0,118.3,564.75,429.7,94.4,611.25,2.772,152.85,996.4,883.7,1.7166,1750.0,505.1,14.05,1582.3,366.8,68.47,25.65,364.75,352.75,1.329,33.62,331.7,242.0,12.065,989.75,419.0
2017-12-11,1429.0,64.69,1912.0,7.2,57.99,73.0,15.61,607.5,1246.9,145.45,67.025,301.15,1.9506,120.0,412.75,117.725,572.75,429.9,94.7,608.75,2.8280000000000003,151.0,998.75,892.8,1.7266,1728.0,502.5,13.95,1578.5,365.5,68.61,25.65,362.5,349.0,1.3159999999999998,33.46,331.8,243.75,12.22,982.5,413.5
2017-12-12,1404.0,63.34,1867.0,7.14,57.14,72.91,15.6,610.25,1241.7,145.3,66.525,302.3,1.9336,118.45,411.25,119.15,571.75,423.5,95.3,605.5,2.678,149.95,1002.35,875.7,1.6976,1688.0,500.1,13.77,1566.8,361.9,68.97,25.65,360.75,347.75,1.295,33.45,328.9,243.5,12.26,975.75,410.75
2017-12-13,1414.0,62.44,1888.0,7.07,56.6,74.13,15.61,608.0,1248.6,144.05,66.8,305.35,1.9044,120.1,416.25,118.375,562.75,421.1,95.0,612.5,2.715,148.45,1004.05,875.4,1.6467,1713.0,506.9,13.85,1586.9,363.9,69.34,25.25,358.75,349.0,1.295,33.21,330.9,249.0,11.77,979.25,416.75
2017-12-14,1411.0,63.31,1893.0,7.09,57.04,75.33,14.7,607.5,1257.1,144.35,67.625,307.25,1.9099,120.3,418.25,119.15,561.5,430.7,95.1,617.0,2.6839999999999997,146.9,1028.7,881.2,1.6707,1740.0,502.0,13.77,1593.4,361.5,68.99,25.0,358.0,348.5,1.274,33.18,325.6,251.75,11.715,967.75,418.25
2017-12-15,1407.0,63.23,1877.0,7.18,57.3,75.92,14.4,615.5,1257.5,145.55,68.525,313.45,1.9035,120.75,417.5,121.025,564.0,431.9,95.15,620.0,2.612,144.5,1015.4,889.4,1.6725,1723.0,502.7,13.66,1606.3,360.5,69.09,25.0,359.75,347.5,1.262,33.16,324.5,254.25,11.705,967.25,418.25
2017-12-18,1420.0,63.41,1922.0,7.39,57.22,75.2,14.05,616.25,1265.5,145.25,67.4,314.6,1.9252,121.9,419.25,120.6,569.0,434.9,95.1,619.25,2.745,141.05,1012.05,913.2,1.6880000000000002,1726.0,498.7,13.76,1620.5,362.0,70.47,25.0,358.5,347.0,1.2690000000000001,33.02,322.5,251.5,12.0,961.5,420.5
2017-12-19,1410.0,63.8,1912.0,7.52,57.56,75.03,13.93,616.25,1264.2,143.3,66.9,315.15,1.9399,121.75,420.0,120.45,569.0,431.2,94.85,618.25,2.6919999999999997,140.8,1018.6,914.1,1.7109,1713.0,501.1,14.41,1615.3,377.2,70.4,24.6,356.0,347.5,1.296,33.22,319.1,246.5,12.01,956.0,419.5
2017-12-20,1420.0,64.56,1931.0,7.79,58.09,75.71,13.56,614.25,1269.6,139.75,68.375,319.6,1.9442,123.15,422.5,118.95,575.5,425.9,94.85,617.75,2.637,138.95,1024.6,921.5,1.7447,1713.0,501.7,14.57,1627.5,381.3,70.45,24.6,351.5,349.25,1.31,32.96,319.7,245.0,12.125,954.0,423.5
2017-12-21,1407.0,64.9,1907.0,8.0,58.36,77.94,13.7,610.5,1270.6,140.4,68.575,321.95,1.9502,122.25,424.25,119.675,576.25,435.9,94.8,617.0,2.5980000000000003,137.05,1029.65,919.7,1.7555,1705.0,497.8,14.77,1623.9,386.9,70.71,24.6,353.5,351.25,1.324,32.67,318.1,244.0,12.28,948.75,427.0
2017-12-22,1379.0,65.25,1809.0,8.16,58.47,77.87,13.64,610.0,1278.8,138.55,69.975,323.85,1.9694,120.4,422.25,118.575,575.5,442.8,94.8,611.75,2.667,135.25,1029.55,923.0,1.7668,1712.0,497.8,14.6,1644.4,385.5,70.87,24.6,352.25,352.0,1.3330000000000002,32.74,316.7,242.5,12.23,949.5,424.75
2017-12-26,,66.46,1856.0,,59.97,77.43,13.55,612.75,1287.5,141.35,71.525,328.05,2.0380000000000003,122.2,420.0,121.475,599.0,444.4,,611.0,2.654,133.85,1042.45,927.5,1.7928,,,14.7,1660.4,,71.01,24.6,,352.75,1.3230000000000002,33.42,319.4,243.25,12.085,970.5,422.25
2017-12-27,1366.0,65.99,1866.0,8.14,59.64,78.95,13.61,614.0,1291.4,141.725,71.025,328.4,2.0383,124.5,425.5,121.0,594.5,444.4,94.8,621.25,2.7319999999999998,132.35,1056.35,928.0,1.7953,1711.0,492.2,14.93,1675.6,393.0,71.12,24.6,350.5,353.75,1.325,33.27,318.5,242.75,12.08,967.5,428.0
2017-12-28,1393.0,66.16,1911.0,8.18,59.84,78.8,13.73,613.75,1297.2,142.225,71.55,330.85,2.0497,124.8,426.75,122.25,597.0,444.1,94.8,619.0,2.9139999999999997,135.85,1063.45,931.5,1.7946,1715.0,487.3,15.0,1692.3,393.8,71.28,24.6,347.5,352.0,1.34,32.71,316.1,243.0,11.945,956.75,427.75
2017-12-29,1378.0,66.87,1892.0,8.15,60.42,78.63,13.77,613.75,1309.3,142.675,71.775,330.05,2.0681,126.2,427.25,121.55,600.25,441.9,94.8,614.75,2.9530000000000003,136.85,1061.0,938.3,1.7958,1718.0,488.7,15.16,1714.5,394.7,71.28,24.5,347.75,350.75,1.354,33.26,316.8,241.0,11.905,961.75,427.0
2018-01-02,1383.0,66.57,1936.0,7.78,60.37,77.5,13.59,627.75,1316.1,146.875,70.725,327.8,2.0584,130.2,434.75,123.35,597.0,449.5,96.65,618.0,3.056,136.55,1087.35,947.8,1.7631,1733.0,490.8,15.33,1720.6,398.6,72.73,24.35,350.25,353.25,1.365,33.55,317.9,242.5,11.775,964.75,433.5
2018-01-03,1374.0,67.84,1907.0,7.81,61.63,78.11,13.52,646.75,1318.5,146.825,71.05,325.75,2.088,128.6,441.0,122.95,606.75,452.6,96.45,619.75,3.008,139.35,1083.35,962.3,1.7974,1735.0,494.6,15.31,1726.7,399.3,71.13,24.35,355.5,353.0,1.3459999999999999,33.9,318.6,244.5,11.645,968.75,436.0
2018-01-04,1367.0,68.07,1905.0,7.75,62.01,79.25,13.62,642.5,1321.6,145.55,71.375,326.3,2.077,129.55,439.75,122.25,608.0,454.1,96.15,627.75,2.88,138.85,1094.75,970.2,1.8067,1728.0,498.9,15.25,1726.9,398.7,73.03,24.5,357.75,351.0,1.3219999999999998,33.87,319.8,245.75,11.71,967.75,434.0
2018-01-05,1364.0,67.62,1895.0,7.76,61.44,78.01,13.44,647.75,1322.3,141.975,71.425,322.95,2.0587,128.45,437.5,119.25,604.0,459.1,96.25,626.75,2.795,138.0,1082.2,975.2,1.7858,1724.0,498.2,15.08,1728.5,396.7,73.35,24.5,361.25,351.25,1.315,33.76,321.9,248.5,11.805,970.75,430.75
2018-01-08,1371.0,67.78,1914.0,7.64,61.73,78.14,13.24,655.0,1320.4,141.925,72.975,322.4,2.0454,125.15,433.25,117.225,601.0,459.9,96.45,625.5,2.835,138.65,1095.9,976.4,1.7918,1686.0,496.4,14.78,1714.4,390.9,75.1,24.5,360.25,347.25,1.305,33.54,321.5,250.0,11.89,966.75,427.75
2018-01-09,1376.0,68.82,1899.0,7.76,62.96,78.35,13.18,648.0,1313.7,142.75,76.775,321.6,2.0662,125.15,439.0,119.525,606.5,456.7,96.1,630.75,2.923,136.45,1098.15,972.3,1.8362,1724.0,496.4,14.73,1701.0,389.6,76.13,24.5,360.5,349.0,1.3259999999999998,33.7,318.2,249.0,11.945,963.75,432.25
2018-01-10,1404.0,69.2,1941.0,7.87,63.57,79.65,13.13,651.5,1319.3,142.225,75.775,323.55,2.0807,123.95,440.5,118.675,613.0,460.7,95.65,634.0,2.906,136.9,1077.4,978.8,1.8327,1726.0,493.6,14.65,1703.5,387.6,75.75,24.5,358.75,349.0,1.324,33.45,316.4,251.0,11.905,955.0,434.25
2018-01-11,1396.0,69.26,1928.0,7.8,63.8,82.65,13.21,644.5,1322.5,141.375,73.825,323.3,2.0767,122.8,440.25,118.875,618.0,463.8,95.4,629.0,3.0839999999999996,136.5,1076.25,990.8,1.8541,1727.0,490.8,14.18,1696.6,376.9,76.15,24.35,355.5,348.75,1.347,33.15,313.1,250.5,11.73,950.0,433.25
2018-01-12,1380.0,69.87,1914.0,7.84,64.3,81.68,13.07,641.25,1334.9,142.65,74.325,321.85,2.085,122.25,426.25,119.45,612.75,466.1,95.55,612.75,3.2,136.2,1105.35,996.2,1.8656,1728.0,493.0,14.18,1714.1,375.0,74.83,24.25,354.0,346.25,1.357,33.13,317.0,249.5,11.81,960.5,420.5
2018-01-15,1404.0,70.26,,7.78,,,,,,,,,,,,,618.75,,95.5,,,,,,,1729.0,491.0,,,371.4,,,352.75,,,,,,,,
2018-01-16,1391.0,69.15,1932.0,8.03,63.73,81.43,13.37,640.75,1337.1,143.925,76.15,321.95,2.0634,120.45,422.0,120.375,614.75,474.7,95.35,611.5,3.1289999999999996,140.4,1088.15,1004.9,1.8529,1727.0,489.3,13.59,1718.9,363.4,72.64,24.25,348.5,348.25,1.361,32.79,322.8,250.0,12.145,968.0,416.5
2018-01-17,1417.0,69.38,1985.0,8.16,63.97,82.14,13.69,637.5,1339.2,145.975,75.525,318.9,2.0691,123.1,427.0,122.775,611.75,476.4,93.3,611.75,3.2319999999999998,140.0,1109.7,1010.9,1.8691,1769.0,489.7,13.42,1716.6,360.9,72.08,23.95,346.25,353.0,1.3840000000000001,32.51,324.3,254.25,12.15,968.75,421.5
2018-01-18,1403.0,69.31,1984.0,8.47,63.95,82.63,13.52,635.5,1327.2,147.175,75.9,319.9,2.0617,121.1,429.5,123.475,611.75,479.5,92.35,610.5,3.1889999999999996,145.25,1093.3,1007.2,1.8877,1793.0,492.6,13.08,1695.4,353.1,72.5,23.85,347.75,351.5,1.367,32.23,328.4,259.75,12.145,973.0,425.25
2018-01-19,1380.0,68.61,1931.0,8.76,63.37,83.42,13.54,634.0,1333.1,145.6,75.5,318.75,2.0584,121.25,427.5,122.725,608.0,480.0,92.55,608.5,3.185,146.5,1098.4,1020.1,1.8647,1756.0,496.0,13.25,1703.6,353.5,74.3,23.85,349.25,352.5,1.357,32.28,331.6,258.0,12.205,977.25,422.75
2018-01-22,1370.0,69.03,1938.0,8.75,63.57,83.41,13.61,636.25,1331.9,145.825,75.125,319.85,2.0569,122.55,428.5,123.975,614.25,474.8,93.5,607.0,3.2239999999999998,148.45,1092.3,996.8,1.8801,1767.0,494.1,13.17,1698.9,352.9,73.83,23.6,348.5,352.0,1.354,32.16,338.6,265.0,12.18,984.25,425.75
2018-01-23,1364.0,69.96,1929.0,9.01,64.47,82.26,13.61,634.25,1336.7,146.975,74.65,311.1,2.0861,120.95,423.25,124.8,617.75,471.9,92.85,604.5,3.444,148.4,1084.25,1007.8,1.9075,1749.0,496.1,13.19,1691.3,352.0,71.48,23.6,347.5,351.25,1.3519999999999999,32.52,339.6,270.0,12.2,986.25,421.5
2018-01-24,1357.0,70.53,1955.0,9.46,65.61,82.27,13.53,644.25,1356.3,146.4,75.7,322.85,2.1061,122.5,433.0,125.15,620.5,472.9,92.5,608.0,3.509,147.95,1106.35,1015.8,1.9122,1775.0,495.0,13.16,1748.9,351.0,71.81,23.6,345.75,356.5,1.3780000000000001,32.68,342.0,275.5,12.165,992.25,433.0
2018-01-25,1356.0,70.42,1960.0,9.24,65.51,81.88,13.43,640.5,1362.9,143.925,73.825,321.65,2.1154,123.65,435.0,122.6,627.25,478.0,92.5,610.25,3.447,149.65,1097.4,1032.1,1.9089,1763.0,496.0,13.24,1761.5,353.8,73.2,23.45,344.75,355.25,1.382,32.5,340.4,261.0,12.14,992.25,434.5
2018-01-26,1381.0,70.52,1986.0,9.09,66.14,80.48,13.44,643.5,1352.1,146.725,73.8,319.9,2.136,125.15,443.0,124.625,628.5,487.3,92.4,614.5,3.505,149.8,1085.05,1018.4,1.9263,1767.0,493.7,13.36,1744.1,355.6,72.5,22.95,345.0,356.5,1.38,32.79,335.7,266.0,12.335,985.5,441.0
2018-01-29,1370.0,69.2,1946.0,9.0,65.56,78.36,13.52,647.25,1340.3,147.0,73.425,319.4,2.0978,124.95,453.0,125.0,618.25,477.8,91.2,613.75,3.167,152.6,1083.4,1012.7,1.916,1757.0,496.2,13.67,1712.7,361.4,71.84,21.8,349.0,358.75,1.393,32.87,337.4,269.5,12.435,991.5,449.25
2018-01-30,1385.0,68.52,1970.0,8.88,64.5,77.03,13.41,638.75,1335.4,147.175,72.9,318.9,2.0671,122.3,469.75,124.175,611.5,467.8,90.85,616.0,3.195,148.1,1052.45,1001.8,1.8707,1728.0,498.3,13.72,1705.8,362.3,71.08,21.8,352.25,361.5,1.39,33.08,340.5,270.0,12.41,1000.25,457.25
2018-01-31,1399.0,68.89,1996.0,9.28,64.73,77.28,13.57,638.75,1339.0,145.05,72.25,319.55,2.0664,121.85,467.25,122.925,611.5,470.9,87.95,607.25,2.995,148.7,1023.55,1004.3,1.8937,1762.0,496.7,13.23,1724.1,352.4,70.84,22.7,349.75,361.5,1.402,33.07,337.8,265.5,12.44,995.75,451.75
2018-02-01,1408.0,69.65,2017.0,9.27,65.8,78.35,13.72,638.75,1347.9,149.55,72.825,320.9,2.0904,121.4,467.0,125.925,616.75,475.1,84.05,611.75,2.8560000000000003,149.0,1024.7,1007.8,1.8958,1769.0,494.3,13.37,1715.5,357.5,70.91,22.2,346.25,361.75,1.4340000000000002,32.9,334.0,267.25,12.405,985.0,451.0
2018-02-02,1455.0,68.58,2059.0,8.96,65.45,77.3,13.61,633.5,1337.3,150.925,73.55,318.75,2.0535,120.4,463.25,126.125,609.25,483.7,84.9,603.75,2.846,147.0,1044.95,999.4,1.8719999999999999,1764.0,493.4,13.63,1670.9,360.8,71.9,22.45,345.75,361.5,1.443,32.51,331.4,267.5,12.46,978.75,446.75
